Statement,Header,域名稱,域值
Statement,Data,Title,轉賬歷史
Statement,Data,Period,"六月 23, 2026 - 八月 7, 2026"
Statement,Data,WhenGenerated,"2026-08-10, 10:54:51 EDT"
總結,Header,域名稱,域值
總結,Data,基礎貨幣,SGD
總結,Data,期初現金,62170.490999638685
總結,Data,變更,-56266.364222301774
總結,Data,期末現金,5904.126777336911
轉賬歷史,Header,日期,賬戶,說明,交易類型,代碼,交易量,價格,Price Currency,總額,佣金,淨金額
轉賬歷史,Data,2026-07-08,U***32085,EUR 04SEP26 1.11 P,賣,EUUU6 P1110,-1.0,0.0016,USD,258.76,-3.1956860000000002,255.27670226000004
轉賬歷史,Data,2026-07-08,U***32085,M6E 14SEP26,賣,M6EU6,-3.0,1.1429,USD,55450.65075(1),-1.591374,-137.58359766
轉賬歷史,Data,2026-07-08,U***32085,ES 17JUL26 6700 P,賣,EW3N6 P6700,-1.0,1.6,USD,103.504,-1.837196,101.50145636
轉賬歷史,Data,2026-07-08,U***32085,JPY 04SEP26 0.0064 C,買,JPUU6 C0640,1.0,1.9E-5,USD,-307.27750000000003,-3.1956860000000002,-310.76079774
轉賬歷史,Data,2026-07-08,U***32085,EUR 07AUG26 1.1 P,賣,EUUQ6 P1100,-1.0,2.5E-4,USD,40.43125,-3.1956860000000002,36.94795226
轉賬歷史,Data,2026-07-08,U***32085,JPY 07AUG26 0.0061 P,賣,JPUQ6 P0610,-1.0,1.8E-5,USD,291.105,-3.1956860000000002,287.62170226
轉賬歷史,Data,2026-07-08,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006182,USD,9997.8395(1),-0.530458,-10.28169922
轉賬歷史,Data,2026-07-08,U***32085,MJY 14SEP26,賣,MJYU6,-3.0,0.006181,USD,29988.66675(1),-1.591374,-35.69684766
轉賬歷史,Data,2026-07-08,U***32085,DIREXION DLY FTSE CH BL3X-UI,賣,YINN,-66.0,25.39,USD,2168.072412,-0.5318106601372,2167.492738386221
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,買,VXMN6,2.0,17.99,USD,-4655.0923999999995(1),-1.216172,-17.62750748
轉賬歷史,Data,2026-07-08,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,485.175,-,485.175
轉賬歷史,Data,2026-07-08,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,353.2074,-,353.2074
轉賬歷史,Data,2026-07-08,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-145.5525,-,-145.5525
轉賬歷史,Data,2026-07-08,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,597.7356,-,597.7356
轉賬歷史,Data,2026-07-08,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,200.53900000000002,-,200.53900000000002
轉賬歷史,Data,2026-07-08,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,17.78975,-,17.78975
轉賬歷史,Data,2026-07-08,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-71.159,-,-71.159
轉賬歷史,Data,2026-07-08,U***32085,M2K 18SEP26,買,M2KU6,1.0,2998.7,USD,-19398.5903(1),-0.802156,-176.83115004
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,賣,VXMN6,-2.0,18.33,USD,4743.0707999999995(1),-1.216172,102.95465252000001
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,賣,VXMN6,-2.0,18.64,USD,4823.2864(1),-1.216172,183.17025252000002
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,賣,VXMN6,-1.0,18.58,USD,2403.8804(1),-0.608086,83.82232626000001
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,賣,VXMN6,-1.0,18.58,USD,2403.8804(1),-0.608086,83.82232626000001
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,買,VXMN6,1.0,18.42,USD,-2383.1796000000004(1),-0.608086,-64.44715373999999
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,買,VXMN6,1.0,18.42,USD,-2383.1796000000004(1),-0.608086,-64.44715373999999
轉賬歷史,Data,2026-07-08,U***32085,1OZ AUG26,買,1OZQ6,1.0,4079.75,USD,-5278.38055(1),-0.8668460000000001,2.6130878600000003
轉賬歷史,Data,2026-07-08,U***32085,DIREX DAIL SEMI BU 3X ET-USD,買,SOXL,10.0,154.51,USD,-1999.05038,-0.45578924405000004,-1999.54719027278
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,買,VXMN6,1.0,18.1,USD,-2341.7780000000002(1),-0.608086,-23.045553740000003
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,買,VXMN6,1.0,18.1,USD,-2341.7780000000002(1),-0.608086,-23.045553740000003
轉賬歷史,Data,2026-07-08,U***32085,SIMPLIFY INTEREST RATE HEDGE,賣,PFIX,-6.0,46.65,USD,362.13462,-0.468370077622,361.62409661164
轉賬歷史,Data,2026-07-08,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,383.28825,-,383.28825
轉賬歷史,Data,2026-07-08,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,-226.41500000000002,-,-226.41500000000002
轉賬歷史,Data,2026-07-08,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,68.5714,-,68.5714
轉賬歷史,Data,2026-07-07,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,19.3905,-,19.3905
轉賬歷史,Data,2026-07-07,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,142.197,-,142.197
轉賬歷史,Data,2026-07-07,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,-25.854,-,-25.854
轉賬歷史,Data,2026-07-07,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,77.562,-,77.562
轉賬歷史,Data,2026-07-07,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,364.5414,-,364.5414
轉賬歷史,Data,2026-07-07,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-260.155875,-,-260.155875
轉賬歷史,Data,2026-07-07,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-4262.0319,-,-4262.0319
轉賬歷史,Data,2026-07-07,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-12.28065,-,-12.28065
轉賬歷史,Data,2026-07-07,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-39.5889375,-,-39.5889375
轉賬歷史,Data,2026-07-07,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,11.311125,-,11.311125
轉賬歷史,Data,2026-07-07,U***32085,SPACE EXPLORATION TECHN-CL A,買,SPCX,6.0,153.32,USD,-1189.180584,-0.45435205567500003,-1189.675827737454
轉賬歷史,Data,2026-07-07,U***32085,1OZ AUG26,買,1OZQ6,1.0,4160.5,USD,-5378.27835(1),-0.866109,-4.8221588099999995
轉賬歷史,Data,2026-07-07,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.1446,USD,-18495.305249999998(1),-0.530007,8.30960487
轉賬歷史,Data,2026-07-06,U***32085,EUR 貸方利息- 六月-2026,貸方利息,-,-,-,-,2.336346,-,2.336346
轉賬歷史,Data,2026-07-06,U***32085,JPY 借方利息 六月-2026,借方利息,-,-,-,-,-0.79734,-,-0.79734
轉賬歷史,Data,2026-07-06,U***32085,SGD 貸方利息- 六月-2026,貸方利息,-,-,-,-,0.45,-,0.45
轉賬歷史,Data,2026-07-06,U***32085,SGD 借方利息 六月-2026,借方利息,-,-,-,-,-1.09,-,-1.09
轉賬歷史,Data,2026-07-06,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1468,USD,18526.554(1),-0.5298839999999999,-13.501573559999999
轉賬歷史,Data,2026-07-06,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,3027.9,USD,19566.2898(1),-0.801288,4.94239608
轉賬歷史,Data,2026-07-06,U***32085,KORU 31JUL26 350 P,買,KORU  260731P00350000,1.0,38.2,USD,-4936.968,-1.3444578720000002,-4938.43345908048
轉賬歷史,Data,2026-07-06,U***32085,USD 貸方利息- 六月-2026,貸方利息,-,-,-,-,40.826916,-,40.826916
轉賬歷史,Data,2026-07-06,U***32085,USD 借貸費用—— 六月-2026,借方利息,-,-,-,-,-4.26492,-,-4.26492
轉賬歷史,Data,2026-07-06,U***32085,MJY 14SEP26,買,MJYU6,1.0,0.006224,USD,-10054.872000000001(1),-0.5298839999999999,-28.84882356
轉賬歷史,Data,2026-07-06,U***32085,JPY 07AUG26 0.00705 C,賣,JPUQ6 C0705,-1.0,1.5E-6,USD,24.232499999999998,-3.192228,20.75297148
轉賬歷史,Data,2026-07-06,U***32085,1OZ AUG26,買,1OZQ6,1.0,4145.75,USD,-5357.9673(1),-0.865908,27.165860279999997
轉賬歷史,Data,2026-07-06,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-203.553,-,-203.553
轉賬歷史,Data,2026-07-06,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,394.182,-,394.182
轉賬歷史,Data,2026-07-06,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,-63.3276,-,-63.3276
轉賬歷史,Data,2026-07-06,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,-215.8308,-,-215.8308
轉賬歷史,Data,2026-07-06,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-82.7136,-,-82.7136
轉賬歷史,Data,2026-07-06,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,408.7215,-,408.7215
轉賬歷史,Data,2026-07-06,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,2985.444,-,2985.444
轉賬歷史,Data,2026-07-06,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-576.4104,-,-576.4104
轉賬歷史,Data,2026-07-06,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,30.6945,-,30.6945
轉賬歷史,Data,2026-07-06,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-122.778,-,-122.778
轉賬歷史,Data,2026-07-06,U***32085,1OZ AUG26,賣,1OZQ6,-2.0,4149.5,USD,10725.6276(1),-1.731816,-48.41407944000001
轉賬歷史,Data,2026-07-06,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4182.75,USD,5405.7861(1),-0.865908,18.76526028
轉賬歷史,Data,2026-07-06,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4183.0,USD,5406.1092(1),-0.865908,19.08836028
轉賬歷史,Data,2026-07-06,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1484,USD,18552.402000000002(1),-0.5298839999999999,12.34642644
轉賬歷史,Data,2026-07-06,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006245,USD,10088.7975(1),-0.5298839999999999,61.619176440000004
轉賬歷史,Data,2026-07-06,U***32085,1OZ AUG26,買,1OZQ6,1.0,4178.5,USD,-5400.2934(1),-0.865908,-15.16023972
轉賬歷史,Data,2026-07-06,U***32085,MBT 31JUL26,買,MBTN6,1.0,62225.0,USD,-8041.959(1),-2.610648,211.69279367999997
轉賬歷史,Data,2026-07-06,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.1471,USD,-18531.4005(1),-0.5298839999999999,7.499926439999999
轉賬歷史,Data,2026-07-02,U***32085,VAT j**********80:OSE NP L1,銷售稅,-,-,-,-,-0.1431,-,-0.1431
轉賬歷史,Data,2026-07-02,U***32085,VAT j**********80:TWSE,銷售稅,-,-,-,-,-0.1161,-,-0.1161
轉賬歷史,Data,2026-07-02,U***32085,VAT j**********80:Cboe One Add-On,銷售稅,-,-,-,-,-0.1161,-,-0.1161
轉賬歷史,Data,2026-07-02,U***32085,VAT j**********80:美國證券快照和期貨價值數據組非專業 ,銷售稅,-,-,-,-,-1.1646,-,-1.1646
轉賬歷史,Data,2026-07-02,U***32085,VAT j**********80:CFE ENHANCED非專業一級 ,銷售稅,-,-,-,-,-0.5238,-,-0.5238
轉賬歷史,Data,2026-07-02,U***32085,1OZ AUG26,賣,1OZQ6,-2.0,4151.5,USD,10728.3063(1),-1.7314140000000002,64.65590873999999
轉賬歷史,Data,2026-07-02,U***32085,M2K 18SEP26,買,M2KU6,1.0,3005.7,USD,-19418.32485(1),-0.801102,54.04104882000001
轉賬歷史,Data,2026-07-02,U***32085,1OZ AUG26,買,1OZQ6,2.0,4119.25,USD,-10644.96585(1),-1.7314140000000002,14.91005874
轉賬歷史,Data,2026-07-02,U***32085,取消[J**********80:CBOE ONE ADD-ON] FOR JUN 2026,其它費用,-,-,-,-,1.28,-,1.28
轉賬歷史,Data,2026-07-02,U***32085,VAT Cancel[j**********80:Cboe One Add-On],銷售稅,-,-,-,-,0.1152,-,0.1152
轉賬歷史,Data,2026-07-02,U***32085,cancel[j**********80:美國證券快照和期貨價值數據組非專業 - 六月 2026,其它費用,-,-,-,-,12.77,-,12.77
轉賬歷史,Data,2026-07-02,U***32085,VAT cancel[j**********80:美國證券快照和期貨價值數據組非專業 ,銷售稅,-,-,-,-,1.1493,-,1.1493
轉賬歷史,Data,2026-07-02,U***32085,J**********80:TOKYO P L2 FOR JUL 2026,其它費用,-,-,-,-,-2.39,-,-2.39
轉賬歷史,Data,2026-07-02,U***32085,j**********80:美國股票和期權擴展實時更新數據組非專業 - 七月 2026,其它費用,-,-,-,-,-5.82,-,-5.82
轉賬歷史,Data,2026-07-02,U***32085,J**********80:SGX DERIV L1 FOR JUL 2026,其它費用,-,-,-,-,-2.0,-,-2.0
轉賬歷史,Data,2026-07-02,U***32085,J**********80:OSE NP L1 FOR JUL 2026,其它費用,-,-,-,-,-1.59,-,-1.59
轉賬歷史,Data,2026-07-02,U***32085,J**********80:TWSE FOR JUL 2026,其它費用,-,-,-,-,-1.29,-,-1.29
轉賬歷史,Data,2026-07-02,U***32085,J**********80:CBOE ONE ADD-ON FOR JUL 2026,其它費用,-,-,-,-,-1.29,-,-1.29
轉賬歷史,Data,2026-07-02,U***32085,j**********80:美國證券快照和期貨價值數據組非專業 - 七月 2026,其它費用,-,-,-,-,-12.94,-,-12.94
轉賬歷史,Data,2026-07-02,U***32085,j**********80:CFE ENHANCED非專業一級 - 七月 2026,其它費用,-,-,-,-,-5.82,-,-5.82
轉賬歷史,Data,2026-07-02,U***32085,VAT j**********80:Tokyo P L2,銷售稅,-,-,-,-,-0.2151,-,-0.2151
轉賬歷史,Data,2026-07-02,U***32085,VAT j**********80:美國股票和期權擴展實時更新數據組非專業 ,銷售稅,-,-,-,-,-0.5238,-,-0.5238
轉賬歷史,Data,2026-07-02,U***32085,VAT j**********80:SGX Deriv L1,銷售稅,-,-,-,-,-0.18,-,-0.18
轉賬歷史,Data,2026-07-02,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,33.917625,-,33.917625
轉賬歷史,Data,2026-07-02,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,6.4605,-,6.4605
轉賬歷史,Data,2026-07-02,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,31.0104,-,31.0104
轉賬歷史,Data,2026-07-02,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,-111.76665,-,-111.76665
轉賬歷史,Data,2026-07-02,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,270.0489,-,270.0489
轉賬歷史,Data,2026-07-02,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-98.522625,-,-98.522625
轉賬歷史,Data,2026-07-02,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-4172.83695,-,-4172.83695
轉賬歷史,Data,2026-07-02,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-381.1695,-,-381.1695
轉賬歷史,Data,2026-07-02,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,164.74275,-,164.74275
轉賬歷史,Data,2026-07-02,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,264.0729375,-,264.0729375
轉賬歷史,Data,2026-07-02,U***32085,1OZ AUG26,賣,1OZQ6,-2.0,4087.0,USD,10561.6254(1),-1.7314140000000002,-102.02499126000001
轉賬歷史,Data,2026-07-02,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006217,USD,10041.232125(1),-0.5297609999999999,-44.99337699
轉賬歷史,Data,2026-07-02,U***32085,DIREX DAIL SEMI BU 3X ET-USD,買,SOXL,7.0,209.0,USD,-1890.3423,-0.45440346682500005,-1890.8375997756093
轉賬歷史,Data,2026-07-01,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4119.75,USD,5337.960075(1),-0.8681190000000001,47.318575290000005
轉賬歷史,Data,2026-07-01,U***32085,SPCX 02JUL26 160 P,買,SPCX  260702P00160000,1.0,3.0,USD,-388.71000000000004,-1.3388468100000002,-390.1693430229
轉賬歷史,Data,2026-07-01,U***32085,SPACE EXPLORATION TECHN-CL A,買,SPCX,5.0,160.78,USD,-1041.61323,-0.446721404325,-1042.1001563274751
轉賬歷史,Data,2026-07-01,U***32085,MBT 31JUL26,賣,MBTN6,-1.0,60500.0,USD,7838.985000000001(1),-2.6173140000000004,38.609527740000004
轉賬歷史,Data,2026-07-01,U***32085,1OZ AUG26,買,1OZQ6,1.0,4087.0,USD,-5295.525900000001(1),-0.8681190000000001,-6.77689971
轉賬歷史,Data,2026-07-01,U***32085,1OZ AUG26,買,1OZQ6,1.0,4087.25,USD,-5295.849825(1),-0.8681190000000001,-7.10082471
轉賬歷史,Data,2026-07-01,U***32085,1OZ AUG26,買,1OZQ6,2.0,4053.75,USD,-10504.88775(1),-1.7362380000000002,72.61025058
轉賬歷史,Data,2026-07-01,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-30.772875000000003,-,-30.772875000000003
轉賬歷史,Data,2026-07-01,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-3337.07535,-,-3337.07535
轉賬歷史,Data,2026-07-01,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-165.8496,-,-165.8496
轉賬歷史,Data,2026-07-01,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-132.80925000000002,-,-132.80925000000002
轉賬歷史,Data,2026-07-01,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,14.576625,-,14.576625
轉賬歷史,Data,2026-07-01,U***32085,1OZ AUG26,買,1OZQ6,2.0,3995.0,USD,-10352.643(1),-1.7362380000000002,224.85500058000002
轉賬歷史,Data,2026-07-01,U***32085,MHG SEP26,買,MHGU6,1.0,6.1545,USD,-19935.964125000002(1),-1.256829,79.61130639000001
轉賬歷史,Data,2026-07-01,U***32085,1OZ AUG26,賣,1OZQ6,-2.0,4035.5,USD,10457.594700000001(1),-1.7362380000000002,-123.68829942
轉賬歷史,Data,2026-07-01,U***32085,DIREXION DLY M SK BULL 3X-UI,買,KORU,3.0,655.0,USD,-2546.0505000000003,-0.454617400125,-2546.5460329628972
轉賬歷史,Data,2026-07-01,U***32085,KORU 31JUL26 350 P,賣,KORU  260731P00350000,-1.0,37.1,USD,4807.0470000000005,-1.4537961312,4805.462362216993
轉賬歷史,Data,2026-07-01,U***32085,1OZ AUG26,賣,1OZQ6,-2.0,4088.5,USD,10594.938900000001(1),-1.7362380000000002,13.65590058
轉賬歷史,Data,2026-07-01,U***32085,ETHT 17JUL26 9 C,賣,ETHT  260717C00009000,-1.0,0.25,USD,32.3925,0.1566436515,32.5491436515
轉賬歷史,Data,2026-07-01,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4120.0,USD,5338.284000000001(1),-0.8681190000000001,47.64250029
轉賬歷史,Data,2026-07-01,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,482.64825,-,482.64825
轉賬歷史,Data,2026-07-01,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,155.484,-,155.484
轉賬歷史,Data,2026-07-01,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,71.26350000000001,-,71.26350000000001
轉賬歷史,Data,2026-07-01,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,-114.0216,-,-114.0216
轉賬歷史,Data,2026-07-01,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,136.04850000000002,-,136.04850000000002
轉賬歷史,Data,2026-06-30,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,214.12390000000002,-,214.12390000000002
轉賬歷史,Data,2026-06-30,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-17.78975,-,-17.78975
轉賬歷史,Data,2026-06-30,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-79.24525,-,-79.24525
轉賬歷史,Data,2026-06-30,U***32085,MCL AUG26,買,MCLQ6,1.0,70.54,USD,-9126.465200000002(1),-0.9962260000000001,-135.64108634
轉賬歷史,Data,2026-06-30,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,30140.5,USD,77991.55780000001(1),-0.802156,-991.9251500400001
轉賬歷史,Data,2026-06-30,U***32085,MHG SEP26,賣,MHGU6,-1.0,6.2205,USD,20120.20725(1),-1.254986,-109.72368474
轉賬歷史,Data,2026-06-30,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4026.5,USD,5209.4857(1),-0.8668460000000001,-16.470462140000002
轉賬歷史,Data,2026-06-30,U***32085,1OZ AUG26,賣,1OZQ6,-1.0,4026.25,USD,5209.16225(1),-0.8668460000000001,-16.79391214
轉賬歷史,Data,2026-06-30,U***32085,MJY 14SEP26,買,MJYU6,1.0,0.006194,USD,-10017.246500000001(1),-0.530458,-11.89894922
轉賬歷史,Data,2026-06-30,U***32085,MHNG AUG26,賣,MNGQ6,-1.0,3.308,USD,4279.8904(1),-1.125606,41.46848946000001
轉賬歷史,Data,2026-06-30,U***32085,MHNG AUG26,買,MNGQ6,1.0,3.252,USD,-4207.4376(1),-1.125606,28.530489460000002
轉賬歷史,Data,2026-06-30,U***32085,SPACE EXPLORATION TECHN-CL A,賣,SPCX,-6.0,165.71,USD,1286.3735880000002,-0.4827517203628,1285.8473886255033
轉賬歷史,Data,2026-06-30,U***32085,1OZ AUG26,賣,1OZQ6,-2.0,4055.5,USD,10494.0118(1),-1.7336920000000002,42.099475719999994
轉賬歷史,Data,2026-06-30,U***32085,MHNG AUG26,賣,MNGQ6,-1.0,3.311,USD,4283.7718(1),-1.125606,45.34988946000001
轉賬歷史,Data,2026-06-30,U***32085,SPCX 02JUL26 160 P,賣,SPCX  260702P00160000,-1.0,1.08,USD,139.7304,-0.00487089824,139.725090723506
轉賬歷史,Data,2026-06-30,U***32085,DFEN(US25460E6611) 替代股息的付款 (常規股息),替代支付,DFEN,-,-,-,-0.8539080000000001,-,-0.8539080000000001
轉賬歷史,Data,2026-06-30,U***32085,YINN(US25460G1958) 現金紅利 USD 0.20943 每股 (常規股息),股息,YINN,-,-,-,43.355238,-,43.355238
轉賬歷史,Data,2026-06-30,U***32085,YINN(US25460G1958) 現金紅利 USD 0.20943 每股 - US 稅收,外國預扣稅,YINN,-,-,-,-13.002690000000001,-,-13.002690000000001
轉賬歷史,Data,2026-06-30,U***32085,PFIX(US82889N8552) 現金紅利 USD 0.10 每股 (常規股息),股息,PFIX,-,-,-,3.4932600000000003,-,3.4932600000000003
轉賬歷史,Data,2026-06-30,U***32085,PFIX(US82889N8552) 現金紅利 USD 0.10 每股 - US 稅收,外國預扣稅,PFIX,-,-,-,-1.047978,-,-1.047978
轉賬歷史,Data,2026-06-30,U***32085,MHNG AUG26,買,MNGQ6,1.0,3.256,USD,-4212.6128(1),-1.125606,23.35528946
轉賬歷史,Data,2026-06-30,U***32085,1OZ AUG26,買,1OZQ6,1.0,4026.0,USD,-5208.8388(1),-0.8668460000000001,15.227637860000002
轉賬歷史,Data,2026-06-30,U***32085,1OZ AUG26,買,1OZQ6,1.0,4026.25,USD,-5209.16225(1),-0.8668460000000001,14.90418786
轉賬歷史,Data,2026-06-30,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,168.19400000000002,-,168.19400000000002
轉賬歷史,Data,2026-06-30,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,-121.61720000000001,-,-121.61720000000001
轉賬歷史,Data,2026-06-30,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-194.07000000000002,-,-194.07000000000002
轉賬歷史,Data,2026-06-30,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,310.512,-,310.512
轉賬歷史,Data,2026-06-30,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,4872.4508000000005,-,4872.4508000000005
轉賬歷史,Data,2026-06-30,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-292.72225000000003,-,-292.72225000000003
轉賬歷史,Data,2026-06-30,U***32085,MCL AUG26 Position MTM,持倉按市價計值(MTM),MCLQ6,-,-,-,161.725,-,161.725
轉賬歷史,Data,2026-06-29,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,140.60287499999998,-,140.60287499999998
轉賬歷史,Data,2026-06-29,U***32085,YC 14JUL26 Position MTM,持倉按市價計值(MTM),XCN6,-,-,-,-555.947,-,-555.947
轉賬歷史,Data,2026-06-29,U***32085,MCL AUG26 Position MTM,持倉按市價計值(MTM),MCLQ6,-,-,-,-196.52079999999998,-,-196.52079999999998
轉賬歷史,Data,2026-06-29,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,253.4084,-,253.4084
轉賬歷史,Data,2026-06-29,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,148.03705,-,148.03705
轉賬歷史,Data,2026-06-29,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-103.43199999999999,-,-103.43199999999999
轉賬歷史,Data,2026-06-29,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,1273.5065,-,1273.5065
轉賬歷史,Data,2026-06-29,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,7079.9204,-,7079.9204
轉賬歷史,Data,2026-06-29,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-72.4024,-,-72.4024
